레시피,필요 식재료 개수,변환된식재료,재료명,url,카테고리,상황태그,국가태그,칼로리,탄수화물,단백질,나트륨,칼슘,비타민c,식재료,해먹지수
간단 떡볶이,8,"가래떡,어묵,파,멸치,고추장,설탕,국간장,기본육수",가래떡|어묵|파|육수용 멸치|고추장|설탕|국간장|기본육수,https://haemukja.com/recipes/446,반찬,간식/야식,한식 요리,153.55,62.9,8.85,910.65,38.1,1.5,"['가래떡', '어묵', '파', '멸치', '고추장', '설탕', '국간장', '기본육수']",1.5
간단 잡채밥,14,"얼갈이배추,당근,양파,당면,새송이버섯,밥,고추기름,굴소스,설탕,간장,마늘,참기름,후추,깨",데친 얼갈이배추|당근|양파|당면|새송이버섯|밥|고추기름|굴소스|설탕|간장|다진 마늘|참기름|후춧가루|통깨,https://haemukja.com/recipes/5028,밥,,한식 요리,83.53333333,51.2,3.966666667,340.6,21.13333333,2.133333333,"['얼갈이배추', '당근', '양파', '당면', '새송이버섯', '밥', '고추기름', '굴소스', '설탕', '간장', '마늘', '참기름', '후추', '깨']",1.8
간단해장국,17,"콩나물,마늘,대파,멸치,국간장,소금,황태,무,계란,쪽파,간장,들깨기름,물,홍합,마늘,고추,고추",콩나물|다진마늘|대파|국물용멸치|국간장|소금|황태포|무|달걀|쪽파|간장|들기름|물|홍합|마늘|마른 홍고추|청양고추,https://haemukja.com/recipes/3327,국,,한식 요리,430.9,42.0,32.5,1764.3,562.8,110.1,"['콩나물', '마늘', '대파', '멸치', '국간장', '소금', '황태', '무', '계란', '쪽파', '간장', '들깨기름', '물', '홍합', '마늘', '고추', '고추']",5.0
간장 비빔국수,9,"소고기부채살,소멘,간장,설탕,양파,애호박,표고버섯,참기름,김가루",부채살|소멘|진간장|백설탕|양파|애호박|표고버섯|참기름|김가루,https://haemukja.com/recipes/646,반찬,간식/야식,한식 요리,400.6,128.8,18.8,3257.8,44.0,2.8,"['소고기부채살', '소멘', '간장', '설탕', '양파', '애호박', '표고버섯', '참기름', '김가루']",2.2
간장 조림닭,13,"닭고기볶음탕용,마늘,페퍼론치노,고추,부추,간장,물,춘장,물엿,맛술,흑설탕,참기름,깨",닭 (볶음용)|통마늘|페페론치노|청양고추|부추|진간장|생수|춘장|물엿|맛술|흑설탕|참기름|통깨,https://haemukja.com/recipes/5973,반찬,손님 접대 요리,한식 요리,302.1,26.45,52.75,1060.25,72.95,39.65,"['닭고기볶음탕용', '마늘', '페퍼론치노', '고추', '부추', '간장', '물', '춘장', '물엿', '맛술', '흑설탕', '참기름', '깨']",1.7
간장 쪽갈비,15,"돼지고기,등갈비,간장,콜라,마늘,설탕,맛술,참기름,후추,생강,파,식초,고춧가루,참기름,간장",돼지 등갈비|간장|콜라|진마늘|설탕|맛술|참기름|후추|생강|파|식초|고춧가루|참기름|간장,https://haemukja.com/recipes/4158,반찬,파티/명절요리,한식 요리,62.0,6.866666667,13.33333333,530.3,25.46666667,5.3,"['돼지고기', '등갈비', '간장', '콜라', '마늘', '설탕', '맛술', '참기름', '후추', '생강', '파', '식초', '고춧가루', '참기름', '간장']",2.9
간장게장 볶음밥,6,"간장게장,밥,당근,쪽파,김,계란",간장게장|밥|당근|쪽파(파 1/2대)|김|(기호에따라) 계란,https://haemukja.com/recipes/1192,밥,,한식 요리,497.8,81.4,17.1,139.2,160.4,25.0,"['간장게장', '밥', '당근', '쪽파', '김', '계란']",3.0
간장게장 콜드 파스타,14,"스파게티면,간장게장,앙파,날치알,깻잎,올리브오일,간장게장,간장,고추,고추,발사믹식초,참기름,소금,설탕",스파게티면|간장게장 (소)|앙파|날치알|깻잎|(소스) 올리브오일|간장게장 간장|홍고추|청고추|발사믹식초 (식초 대체가능)|참기름|소금|설탕,https://haemukja.com/recipes/1191,국밥/면/죽,,퓨전요리,670.1,72.5,11.8,281.6,13.2,6.9,"['스파게티면', '간장게장', '앙파', '날치알', '깻잎', '올리브오일', '간장게장', '간장', '고추', '고추', '발사믹식초', '참기름', '소금', '설탕']",1.6
간장곤약조림,8,"곤약,고추,간장,물,맛술,물엿,설탕,후추",곤약|고추|[간장조림소스] 간장|물|맛술|물엿|설탕|후추,https://haemukja.com/recipes/2585,반찬,,한식 요리,26.5,12.8,1.05,707.45,6.6,3.5,"['곤약', '고추', '간장', '물', '맛술', '물엿', '설탕', '후추']",3.3
간장낙지,8,"낙지,고추,고추,양파,대파,마늘,간장,미림",낙지|청양고추|홍고추|양파|대파|마늘|간장|미림,https://haemukja.com/recipes/2210,반찬,,한식 요리,54.65,14.05,12.9,3179.6,44.65,16.9,"['낙지', '고추', '고추', '양파', '대파', '마늘', '간장', '미림']",3.5
간장물갈비,19,"물,간장,올리고당,설탕,생강가루,양파,마늘,참기름,후추,맛술,소주,대파,사과,후추,돼지고기뒷다리살,당면,깻잎,깨,콩나물",물|간장|올리고당|설탕|생강가루|양파|다진 마늘|참기름|후추가루|맛술|소주|대파|사과|통후추|돼지뒷다리살|사리용 당면|깻 잎|통깨|콩나물,https://haemukja.com/recipes/3742,반찬,,한식 요리,112.9666667,34.06666667,16.9,2008.0,48.53333333,9.133333333,"['물', '간장', '올리고당', '설탕', '생강가루', '양파', '마늘', '참기름', '후추', '맛술', '소주', '대파', '사과', '후추', '돼지고기뒷다리살', '당면', '깻잎', '깨', '콩나물']",2.0
간장비빔국수,10,"소면,간장,설탕,맛술,대파,양파,풋고추,참기름,깨,물",소면|간장|설탕|맛술|다진 대파|다진 양파|다진 풋고추|참기름|통깨|물,https://haemukja.com/recipes/1166,반찬,,한식 요리,828.0,157.6,17.4,3079.8,217.5,18.9,"['소면', '간장', '설탕', '맛술', '대파', '양파', '풋고추', '참기름', '깨', '물']",3.4
간장새우,12,"새우,간장,매실청,물,고추,마늘,생강,양파,소주,설탕,마른표,레몬",대하|진간장|매실청|물|청양고추|마늘|생강|양파|소주(생략가능)|설탕|마른표고|레몬,https://haemukja.com/recipes/1257,반찬,,한식 요리,22.775,5.175,12.975,1174.575,58.1,4.65,"['새우', '간장', '매실청', '물', '고추', '마늘', '생강', '양파', '소주', '설탕', '마른표', '레몬']",2.8
간장새우장&계란밥,15,"미림,간장,계란,참기름,김가루,새우,대파,양파,건표고버섯,고추,마늘,생강,건고추,후추,다시마",미림|간장|계란|참기름|김가루|새우|대파|양파|말린표고버섯|청양고추|마늘|생강|건고추|통후추|다시마,https://haemukja.com/recipes/3636,밥,,퓨전요리,37.93333333,15.06666667,9.733333333,2683.333333,41.93333333,6.9,"['미림', '간장', '계란', '참기름', '김가루', '새우', '대파', '양파', '건표고버섯', '고추', '마늘', '생강', '건고추', '후추', '다시마']",2.5
간장수육&부추초무침,15,"돼지고기수육용,부추,양파,간장,맛술,설탕,올리고당,잡내제거용재료,간장,매실액,식초,참기름,설탕,고춧가루,깨",돼지고기 수육용|부추|양파|간장|맛술|설탕+올리고당|잡내 제거용 재료|간장|매실액|식초|참기름|설탕|고춧가루|통깨,https://haemukja.com/recipes/4486,반찬,손님 접대 요리,한식 요리,23.8,12.93333333,2.866666667,1892.2,17.73333333,3.2,"['돼지고기수육용', '부추', '양파', '간장', '맛술', '설탕', '올리고당', '잡내제거용재료', '간장', '매실액', '식초', '참기름', '설탕', '고춧가루', '깨']",4.3
간장찜닭,13,"닭고기볶음탕용,닭고기,당근,대파,양파,감자,넓적당면,간장,미림,물엿,건고추,마늘,물",닭볶음탕용 닭|당근|대파|양파|감자|넙적당면|간장|미림|물엿|건고추|다진마늘|물,https://haemukja.com/recipes/4998,반찬,손님 접대 요리,한식 요리,53.25,24.2,3.95,1475.5,31.45,18.75,"['닭고기볶음탕용', '닭고기', '당근', '대파', '양파', '감자', '넓적당면', '간장', '미림', '물엿', '건고추', '마늘', '물']",2.4
간장파스타,9,"파스타면,햄,굴소스,간장,물엿,고춧가루,양파,마늘,파",파스타면|런천미트|굴소스|간장|물엿|고춧가루|양파|마늘|파,https://haemukja.com/recipes/1696,국밥/면/죽,,퓨전요리,31.325,22.1,4.325,288.4,5.925,1.425,"['파스타면', '햄', '굴소스', '간장', '물엿', '고춧가루', '양파', '마늘', '파']",3.4
간짬뽕 팟타이,8,"간짬뽕라면,숙주,베이컨,고추,견과류,참기름,마늘,굴소스",간짬뽕|숙주|베이컨|청양고추|견과류|참기름|다진마늘|굴소스,https://haemukja.com/recipes/1547,국밥/면/죽,파티/명절요리,동남아/인도 요리,1063.9,9.1,13.9,1147.4,28.8,24.4,"['간짬뽕라면', '숙주', '베이컨', '고추', '견과류', '참기름', '마늘', '굴소스']",4.5
갈낙전골,21,"찜갈비,낙지,양파,대파,고추,미나리,멸치다시마육수,팽이버섯,간장,쯔유소스,마늘,생강가루,설탕,참기름,후추,간장,마늘,고춧가루,설탕,참기름,후추",찜갈비|낙지|양파|대파|청양고추|미나리크게|멸치다시육수|팽이버섯|진간장|쯔유(국간장대체가능)|다진마늘|생강가루|설탕|참기름|후춧가루|진간장|다진마늘|고춧가루|설탕|참기름|후춧가루,https://haemukja.com/recipes/1723,반찬,,한식 요리,1.55,1.033333333,0.8,120.3,8.716666667,1.433333333,"['찜갈비', '낙지', '양파', '대파', '고추', '미나리', '멸치다시마육수', '팽이버섯', '간장', '쯔유소스', '마늘', '생강가루', '설탕', '참기름', '후추', '간장', '마늘', '고춧가루', '설탕', '참기름', '후추']",1.8
갈낙탕,15,"갈비,대파,대추,밤,수삼가루,인삼가루,낙지,당면,양파,마늘,감초,국간장,소금,생강,무",갈비|대파|대추|밤(없으면 생략가능)|수삼이나 인삼가루약간|낙지|당면|양파|마늘|감초|국간장|소금|생강|무,https://haemukja.com/recipes/2284,국,술안주|손님 접대 요리|파티/명절요리,한식 요리,9.4,6.7,2.6,148.875,15.1,6.025,"['갈비', '대파', '대추', '밤', '수삼가루', '인삼가루', '낙지', '당면', '양파', '마늘', '감초', '국간장', '소금', '생강', '무']",2.8
갈릭 난 ,12,"강력분,물,파마산치즈가루,올리브유,설탕,이스트,소금,마늘,파슬리,덧밀가루,물,물",강력분|물|파마산치즈|올리브유|설탕|이스트|소금|다진마늘|파슬리가루|덧밀가루|뜨거운물|찬물,https://haemukja.com/recipes/4,빵,손님 접대 요리,동남아/인도 요리,52.13333333,25.23333333,5.4,214.5333333,30.56666667,1.033333333,"['강력분', '물', '파마산치즈가루', '올리브유', '설탕', '이스트', '소금', '마늘', '파슬리', '덧밀가루', '물', '물']",1.7
갈릭 연어스테이크,5,"연어,올리브유,마늘,쪽파,소금",연어|올리브유|통마늘|쪽파|소금,https://haemukja.com/recipes/5224,반찬,,,643.0,24.6,56.1,240.3,95.1,28.7,"['연어', '올리브유', '마늘', '쪽파', '소금']",2.4
갈릭또띠아스틱,10,"또띠아,마늘,연유,버터,올리브유,꿀,설탕,파슬리,소금,후추",또띠아(6인치)|다진마늘|연유|버터|올리브유|꿀|설탕|파슬리|소금|후추,https://haemukja.com/recipes/2079,빵,술안주|간식/야식|파티/명절요리,퓨전요리|멕시칸 요리,180.35,61.2,7.35,175.4,111.7,3.3,"['또띠아', '마늘', '연유', '버터', '올리브유', '꿀', '설탕', '파슬리', '소금', '후추']",4.7
갈릭마요 치즈토스트,8,"식빵,마늘,마요네즈,연유,후추,스위트칠리소스,치즈,스트링치즈",식빵|다진마늘|마요네즈|연유|후추|스위트칠리소스|슬라이스 치즈|스트링치즈,https://haemukja.com/recipes/4699,빵,나들이 요리|간식/야식,양식 요리,548.2,59.4,24.0,957.1,412.6,1.8,"['식빵', '마늘', '마요네즈', '연유', '후추', '스위트칠리소스', '치즈', '스트링치즈']",2.6
갈릭마요치킨바베큐,10,"닭고기,레몬,은박지,소스,마요네즈,마늘,소금,후추,레몬즙,버터",생닭|레몬|은박지|[소스]|마요네즈|다진 마늘|소금|후추|레몬즙|버터,https://haemukja.com/recipes/5682,반찬,나들이 요리|술안주,,429.4,5.2,61.8,743.15,51.85,22.35,"['닭고기', '레몬', '은박지', '소스', '마요네즈', '마늘', '소금', '후추', '레몬즙', '버터']",2.0
갈릭미트볼파스타,5,"파스타면,마늘,소고기다짐육,토마토,토마토페이스트",파스타면|통마늘|다진소고기|토마토|토마토페이스트,https://haemukja.com/recipes/2024,국밥/면/죽,,양식 요리,938.4,127.2,55.8,560.2,102.7,92.3,"['파스타면', '마늘', '소고기다짐육', '토마토', '토마토페이스트']",4.7
갈릭바질바게트,7,"바게트,바질,연유,파마산치즈가루,마늘,올리브유,후추",바게트|말린 바질|연유|파마산치즈가루|다진마늘|올리브유|후추,https://haemukja.com/recipes/4803,빵,나들이 요리|면역력 강화|간식/야식,이국적인맛|양식 요리,160.3,43.75,8.35,467.45,70.2,1.45,"['바게트', '바질', '연유', '파마산치즈가루', '마늘', '올리브유', '후추']",2.3
갈릭버터 홍합구이,6,"홍합,버터,마늘,소금,후추,바질가루",그린홍합|버터|다진마늘|소금|후추|바질가루,https://haemukja.com/recipes/5413,반찬,,,610.6,15.1,30.0,3181.3,221.5,12.0,"['홍합', '버터', '마늘', '소금', '후추', '바질가루']",1.7
갈릭버터쉬림프,12,"새우,마늘,버터,마늘,연유,올리고당,파슬리,소금,후추,맛술,파마산치즈가루,고춧가루",대하|마늘|버터|다진마늘|연유|올라고당|파슬리|소금|후추|맛술|파마산치즈가루|고운고춧가루,https://haemukja.com/recipes/2818,반찬,손님 접대 요리,양식 요리,114.35,8.3,28.9,342.1,136.7,6.65,"['새우', '마늘', '버터', '마늘', '연유', '올리고당', '파슬리', '소금', '후추', '맛술', '파마산치즈가루', '고춧가루']",4.3
갈릭베이컨또띠아,9,"또띠아,베이컨,마늘,꿀,연유,파슬리,후추,버터,파마산치즈가루",또띠아(작은사이즈)|베이컨|다진마늘|꿀|연유|파슬리|후추|버터|파마산치즈가루,https://haemukja.com/recipes/4086,빵,술안주|간식/야식|파티/명절요리,퓨전요리,212.85,40.3,11.7,415.8,109.3,2.15,"['또띠아', '베이컨', '마늘', '꿀', '연유', '파슬리', '후추', '버터', '파마산치즈가루']",4.8
갈릭쉬림프,5,"칵테일새우,마늘,할라피뇨고추,올리브유,굴소스",칵테일새우|통마늘|할라피뇨고추|올리브유|굴소스,https://haemukja.com/recipes/4991,반찬,술안주,양식 요리,583.4,35.2,38.8,1578.0,313.8,33.0,"['칵테일새우', '마늘', '할라피뇨고추', '올리브유', '굴소스']",2.5
갈릭쉬림프구이,5,"새우,올리브유,마늘,치즈가루,파슬리",새우|올리브유|다진마늘|치즈가루|파슬리가루,https://haemukja.com/recipes/4372,반찬,면역력 강화|손님 접대 요리,동남아/인도 요리,283.2,3.9,15.9,256.4,111.8,4.3,"['새우', '올리브유', '마늘', '치즈가루', '파슬리']",5.0
갈릭치즈브레드,7,"식빵,버터,마늘,설탕,체다치즈,우유,파슬리",식빵|버터|다진마늘|설탕|(치즈소스) 체다치즈|우유|파슬리가루,https://haemukja.com/recipes/1232,빵,간식/야식,양식 요리,130.0,28.9,6.9,295.5,99.0,2.05,"['식빵', '버터', '마늘', '설탕', '체다치즈', '우유', '파슬리']",5.0
갈릭치즈피자,13,"마늘,꿀,모짜렐라치즈,또띠아,치즈,옥수수통조림,양파,파프리카,설탕,식초,마요네즈,소금,후추",[갈릭치즈피자]다진마늘|꿀|슈레드모짜렐라치즈|또띠아|슬라이스치즈|[콘샐러드]옥수수통조림|양파|파프리카|설탕|식초|마요네즈|소금|후추,https://haemukja.com/recipes/2030,빵,손님 접대 요리|파티/명절요리,양식 요리,132.35,45.75,6.95,278.7,105.8,14.8,"['마늘', '꿀', '모짜렐라치즈', '또띠아', '치즈', '옥수수통조림', '양파', '파프리카', '설탕', '식초', '마요네즈', '소금', '후추']",3.5
갈릭치킨비빔밥,27,"밥,닭가슴살,대파,양파,상추,치커리,계란,참기름,갈릭치킨양념,간장,올리고당,마늘,후추,매실액,소금,참기름,물,굴소스,미림,고추장양념,고추장,돈가스소스,소금,참깨,설탕,케첩,참기름",쌀밥|닭가슴살|대파|양파|청상추 혹은 치커리|계란|참기름|[갈릭치킨양념]|진간장|올리고당|다진마늘|후추|매실농축액|소금|참기름|물|굴소스|미림|[고추장양념]|고추장|돈가쓰 소스|깨소금|참깨|백설탕|토마토케찹|참기름,https://haemukja.com/recipes/4759,밥,,양식 요리|퓨전요리|한식 요리,230.0,71.0,28.9,2092.8,64.15,10.3,"['밥', '닭가슴살', '대파', '양파', '상추', '치커리', '계란', '참기름', '갈릭치킨양념', '간장', '올리고당', '마늘', '후추', '매실액', '소금', '참기름', '물', '굴소스', '미림', '고추장양념', '고추장', '돈가스소스', '소금', '참깨', '설탕', '케첩', '참기름']",1.7
